222.7666667,0.3
225.4333333,1.12
229.9,1.28
224.8,1.57
220.1,1.38
227.5,0.88
229.9666667,1.2
219.2333333,0.56
216.0666667,0.34
212.1666667,0.76
221.1,0.85
216.6333333,1.76
216.3333333,3.55
209.5333333,1.78
214.6,1.62
220.8333333,1.33
222.3666667,0.21
219.7333333,0.31
215.5,0.15
213.5333333,0.29
216.5666667,0.22
206.5333333,0.17
203.6,0.37
215.1,0.51
212.7666667,0.22
216.6,1.16
215.3,1.88
214.1666667,0.99
221.6666667,2.35
217.2333333,1.83
210.9333333,1.84
201.5333333,4.73
213.3666667,2.78
219.6666667,4.95
216.2666667,4.59
222.0666667,5.42
211.5333333,7.63
213.3,9.52
210.8333333,10.7
198.8,9.97
200.2666667,12.1
201.4333333,11.1
206.0,9.6
215.3666667,0.25
219.5,0.15
221.4333333,0.29
221.7,0.081
222.9333333,0.15
219.9333333,0.12
219.0666667,0.14
229.0,0.075
223.7666667,0.043
225.4,0.87
220.7,0.82
222.8,0.75
218.5,0.56
216.9666667,0.34
220.5666667,0.47
219.0666667,0.35
221.8,0.21
216.6666667,0.39
224.4,1.8
227.0333333,1.81
223.6666667,1.69
214.8333333,1.41
203.7,4.95
215.1333333,2.82
219.8666667,1.29
227.2,2.27
210.9333333,3.67
221.7666667,1.02
220.5333333,0.49
218.6333333,0.3
220.9666667,0.22
220.2666667,0.12
218.3333333,0.074
220.2333333,0.045
221.0333333,0.085
217.8,0.029
215.9666667,1.46
213.5666667,1.16
210.7,0.73
217.5666667,0.52
213.5,0.62
207.8,0.6
213.5333333,0.29
217.4333333,0.32
210.8,0.52
218.4,1.06
224.1666667,1.88
211.0666667,1.55
218.7666667,1.09
209.9333333,1.07
213.3,0.74
214.3,0.51
210.5666667,0.7
211.2,1.07
197.7,0.043
199.9333333,0.12
194.5333333,0.56
211.5,0.1
202.2333333,0.085
204.0666667,0.19
211.7666667,0.23
199.7,0.064
196.0666667,0.1
214.5666667,0.71
198.9,1.03
207.0,0.49
207.2666667,1.32
205.6,1.23
202.9666667,1.77
176.2,3.75
197.2333333,3.25
185.9666667,3.11
172.8333333,4.68
210.1,5.1
209.9666667,11.9
186.1333333,4.09
190.8666667,5.44
204.6666667,12.7
143.8,15.6
186.7666667,10.5
197.8333333,5.27
219.9,0.25
216.2333333,0.24
221.8,0.12
216.1666667,0.064
216.3666667,0.1
225.7,0.069
209.4,0.088
213.5,0.073
217.5666667,0.094
221.7666667,0.35
215.0,0.56
229.5,0.29
213.4,0.16
216.7666667,2.51
213.4,0.36
216.0333333,0.55
220.7,0.99
210.0333333,0.18
220.3333333,0.78
216.4333333,0.64
216.8333333,0.97
199.0333333,1.44
207.0333333,0.84
213.0666667,9.13
204.8333333,3.96
227.7666667,3.84
206.1,5.0
214.5666667,0.073
205.4666667,0.099
223.1,0.067
204.7666667,0.083
212.8666667,0.15
207.4333333,0.2
204.6666667,0.11
208.8,0.25
217.5666667,0.32
219.9333333,0.28
217.7666667,0.038
225.8,0.11
220.7333333,0.36
220.4333333,0.92
219.0,0.11
221.7,0.046
213.2,0.32
212.5666667,1.46
212.2,0.1
217.9666667,0.13
217.9,0.27
208.7666667,0.34
218.1333333,3.85
218.6666667,0.97
215.0,3.05
211.6333333,3.88
194.3,5.42
224.7666667,0.07
210.7,0.27
86.53333333,10.5
211.4333333,0.18
181.1333333,0.64
201.1333333,0.025
190.9666667,0.076
112.5,2.85
212.4,0.12
92.46666667,5.01
108.5666667,1.27
102.2,21.9
221.1,0.09
222.6666667,0.15
203.5333333,0.071
221.5333333,0.33
186.1333333,5.45
222.0333333,0.17
150.5333333,1.84
213.6333333,0.17
171.1,9.91
209.4,0.14
203.8,0.064
213.0333333,1.91
201.5,1.33
210.5666667,0.07
218.9333333,0.11
119.1333333,4.26
210.8333333,0.082
164.0,5.21
193.7666667,4.5
147.9333333,9.78
152.0333333,5.52
210.2,0.034
206.5,0.2
208.6666667,0.39
208.7333333,3.37
200.1333333,0.65
216.4333333,0.11
201.6333333,1.66
213.0,0.17
207.0666667,0.085
214.5333333,0.025
207.6333333,0.077
208.3,1.27
211.3333333,0.038
196.9333333,0.13
193.4,9.81
210.6333333,0.15
222.8,0.42
183.3,2.65
224.7,0.76
134.3,17.6
229.1666667,0.18
222.7666667,0.11
220.7333333,0.36
231.3666667,0.12
102.0,29.0
144.3,21.3
235.1333333,2.36
225.0333333,0.28
205.9,0.43
200.8666667,12.2
226.7,0.4
230.2,0.46
219.4333333,0.28
147.4666667,1.03
224.1666667,0.11
222.7333333,1.19
146.1,21.8
173.1333333,6.76
213.3666667,1.0
228.6333333,0.14
146.1333333,8.44
139.4,9.17
214.0666667,2.34
200.1333333,1.98
198.7333333,5.22
229.5,0.39
221.8333333,0.7
157.7666667,42.1
226.1,0.078
225.6,0.21
226.2333333,0.28
138.8333333,27.1
193.3333333,7.59
125.6666667,17.1
221.2,0.1
127.4333333,10.1
220.7333333,4.59
189.0333333,5.98
110.2333333,18.8
128.3666667,12.7
105.9,20.7
190.5333333,2.48
218.6666667,2.31
96.03333333,21.8
216.9,1.83
224.6666667,0.16
95.13333333,27.3
219.0,0.23
201.0333333,2.72
214.0,2.31
226.2,0.74
164.6666667,20.6
229.9333333,0.31
219.1333333,0.054
150.8,3.03
216.0,0.12
231.4333333,0.1
140.8333333,23.6
166.5666667,40.0
220.4333333,3.4
230.7,0.03
184.8666667,5.4
230.6,0.06
212.7666667,9.2
205.3333333,1.6
216.2,0.8
175.1,0.21
227.3333333,2.35
230.2,0.07
229.0,0.6
206.8666667,6.1
217.5666667,0.04
227.2,0.04
228.5333333,0.04
138.3,20.4
222.2,0.27
231.4333333,0.18
227.8,0.1
231.1333333,1.27
228.9,0.02
134.4333333,23.4
201.8333333,2.15
234.3666667,0.1
224.6333333,0.07
225.5666667,0.02
181.7333333,9.72
227.6,0.25
224.0333333,0.7
227.3666667,0.29
166.5,4.3
172.5333333,1.8
196.0333333,3.0
230.6333333,0.12
180.9666667,12.7
233.3,0.69
176.3666667,15.8
158.0,18.9
228.4666667,0.67
226.5666667,3.1
228.3333333,0.02
227.7,0.05
227.0,2.6
234.4333333,0.07
231.5666667,0.87
228.4666667,0.05
219.4333333,0.48
226.2,0.42
181.2333333,15.6
226.7,0.1
223.2666667,1.26
223.3666667,0.51
225.5,0.05
218.5333333,5.3
237.0333333,0.03
231.1,0.04
231.5666667,0.17
140.3333333,5.6
199.2333333,1.0
199.9333333,6.9
186.0666667,4.7
208.7,5.6
218.0666667,0.04
173.9,18.3
221.5666667,1.7
213.0666667,0.03
213.6333333,1.25
230.4,0.06
219.8666667,2.9
211.0666667,0.5
216.0666667,0.57
211.4333333,0.16
228.7333333,1.0
140.8,12.1
210.8666667,7.0
182.1,12.9
198.8333333,4.8
209.3,5.2
207.8,3.4
202.9,1.6
179.1333333,17.6
220.5,0.04
216.7,2.39
222.1666667,0.09
212.1666667,0.13
131.8333333,24.0
219.7666667,3.9
211.0666667,0.95
220.7666667,0.76
194.0,19.2
158.7666667,13.4
194.8666667,9.2
196.0,2.9
158.4666667,10.0
151.1,7.3
225.8333333,0.48
216.9333333,0.04
182.9333333,2.96
233.0,0.21
220.9666667,6.6
221.4,0.1
225.8333333,2.4
219.1666667,5.8
180.3,22.4
211.8333333,1.8
187.3,10.8
226.1,0.74
215.1666667,0.38
221.9333333,0.16
217.1333333,0.065
213.6,0.052
213.5333333,0.061
213.3666667,0.042
220.9333333,0.52
216.4666667,1.73
223.5333333,0.39
221.5333333,0.072
224.1333333,0.082
227.2,0.17
233.0666667,0.18
228.2333333,1.02
232.8333333,0.016
227.6333333,0.15
230.9666667,0.048
216.4333333,0.39
237.8333333,0.0058
233.7,0.057
226.7333333,0.013
241.2666667,0.0075
228.1666667,0.0083
217.0,1.14
221.3333333,0.009
205.0,0.86
233.6666667,2.56
234.6333333,0.012
235.4,0.0043
226.6666667,0.051
240.3333333,0.72
233.3333333,0.016
223.0,0.23
226.3333333,0.21
239.3333333,0.011
230.6666667,0.015
221.3333333,0.064
230.0,0.016
220.0,0.065
224.0,0.01
226.3333333,0.12
229.3333333,0.15
220.3333333,0.17
215.3333333,0.094
202.3333333,0.2
221.3333333,0.29
233.0,0.00071
228.6666667,0.15
228.3333333,0.055
220.0,0.7
232.0,0.059
229.3333333,0.081
235.0,0.14
207.3333333,0.15
233.3333333,0.0071
221.6666667,0.11
220.0,0.038
224.0,0.2
229.6666667,0.25
220.3333333,0.054
227.3333333,0.0094
222.6666667,0.0042
221.3333333,0.0067
221.6666667,0.14
222.6666667,0.13
223.6666667,1.2
217.0,1.53
230.0,0.21
221.6666667,0.67
218.6666667,0.29
220.0,0.0085
227.3333333,0.012
227.3333333,0.031
226.3333333,0.064
225.3333333,0.21
220.6666667,0.2
224.0,0.05
225.0,0.14
221.0,0.08
213.6666667,0.17
218.0,0.2
221.6666667,0.01
218.6666667,0.21
224.6666667,0.2
224.0,0.018
231.6666667,0.042
227.6666667,0.011
218.6666667,0.042
224.6666667,0.057
216.3333333,0.0013
228.6666667,0.0074
225.6666667,0.032
229.3333333,0.043
